Title,Authors,Keywords,Date,Abstract,Language,Citations,tokens
Agents and people activities in Web-services based business processes,"['Sasa A.', 'Juric M.B.', 'Krisper M.']","['Multiagent systems', 'Ontology', 'Service-oriented architecture']",2007,Business Processes Execution Language (BPEL) is primarily designed to support automated business processes based on Web services. The lack of support for human-performed activities led to specification of a BPEL extension called BPEL4People which tries to answer this problem. In this paper we propose an implementation of Web services with regard to this extension using the agent technology. We show not only how agents can implement such activities but also how they can improve their execution with acting on behalf of the users they are representing. Moreover the fact that agents' behaviour is based on their knowledge this is a promising approach to knowledge management in organisations.,en,2,"['business', 'process', 'execution', 'language', 'bpel', 'primarily', 'designed', 'support', 'automated', 'business', 'process', 'based', 'web', 'service', 'lack', 'support', 'human-performed', 'activity', 'led', 'specification', 'bpel', 'extension', 'called', 'bpel4people', 'try', 'answer', 'problem', 'propose', 'implementation', 'web', 'service', 'regard', 'extension', 'using', 'agent', 'technology', 'show', 'agent', 'implement', 'activity', 'improve', 'execution', 'acting', 'behalf', 'user', 'representing', 'moreover', 'fact', 'agent', 'behaviour', 'based', 'knowledge', 'promising', 'approach', 'knowledge', 'management', 'organisation']"
Feature mining and predictive model construction from severe trauma patient's data,"['Demsar J.', 'Zupan B.', 'Aoki N.', 'Wall M.J.', 'Granchi T.H.', 'Robert Beck J.']","['Damage control', 'Data mining', 'Feature mining', 'Machine learning', 'Medical prognostic models', 'Severe traumatic injury']",2001,"In management of severe trauma patients, trauma surgeons need to decide which patients are eligible for damage control. Such decision may be supported by utilizing models that predict the patient's outcome. The study described in this paper investigates the possibility to construct patient outcome prediction models from retrospective patient's data at the end of initial damage control surgery by using feature mining and machine learning techniques. As the data used comprises rather excessive number of features, special attention was paid to the problem of selecting only the most relevant features. We show that a small subset of features may carry enough information to construct reasonably accurate prognostic models. Furthermore, the techniques used in our study identified two factors, namely the pH value when admitted to ICU and the worst partial active thromboplastin time, to be of highest importance for prediction. This finding is pathophysiologically reasonable and represents two of three major problems with severe trauma patients, metabolic acidosis, hypothermia, and coagulopathy.",en,33,"['management', 'severe', 'trauma', 'patient', 'trauma', 'surgeon', 'need', 'decide', 'patient', 'eligible', 'damage', 'control', 'decision', 'may', 'supported', 'utilizing', 'model', 'predict', 'patient', 'outcome', 'described', 'investigates', 'possibility', 'construct', 'patient', 'outcome', 'prediction', 'model', 'retrospective', 'patient', 'data', 'end', 'initial', 'damage', 'control', 'surgery', 'using', 'feature', 'mining', 'machine', 'learning', 'technique', 'data', 'used', 'comprises', 'rather', 'excessive', 'number', 'feature', 'special', 'attention', 'paid', 'problem', 'selecting', 'relevant', 'feature', 'show', 'small', 'subset', 'feature', 'may', 'carry', 'enough', 'information', 'construct', 'reasonably', 'accurate', 'prognostic', 'model', 'furthermore', 'technique', 'used', 'identified', 'two', 'factor', 'namely', 'ph', 'value', 'admitted', 'icu', 'worst', 'partial', 'active', 'thromboplastin', 'time', 'highest', 'importance', 'prediction', 'pathophysiologically', 'reasonable', 'represents', 'two', 'three', 'major', 'problem', 'severe', 'trauma', 'patient', 'metabolic', 'acidosis', 'hypothermia', 'coagulopathy']"
Evaluation of prediction reliability in regression using the transduction principle,"['Bosnic Z.', 'Kononenko I.', 'Robnik-Sikonja M.', 'Kukar M.']","['Prediction', 'Regression', 'Reliability', 'Transduction']",2003,"In machine learning community there are many efforts to improve overall reliability of predictors measured as an error on the testing set. But in contrast, very little research has been done concerning prediction reliability of a single answer. This article describes an algorithm that can be used for evaluation of prediction reliability In regression. The basic idea of the algorithm is based on construction of transductive predictors. Using them, the algorithm makes inference from the differences between initial and transductive predictions to the error on a single new case. The implementation of the algorithm with regression trees managed to significantly reduce the relative mean squared error on the majority of the tested domains.",en,17,"['machine', 'learning', 'community', 'many', 'effort', 'improve', 'overall', 'reliability', 'predictor', 'measured', 'error', 'testing', 'set', 'contrast', 'little', 'done', 'concerning', 'prediction', 'reliability', 'single', 'answer', 'article', 'describes', 'algorithm', 'used', 'evaluation', 'prediction', 'reliability', 'regression', 'basic', 'idea', 'algorithm', 'based', 'construction', 'transductive', 'predictor', 'using', 'algorithm', 'make', 'inference', 'difference', 'initial', 'transductive', 'prediction', 'error', 'single', 'new', 'case', 'implementation', 'algorithm', 'regression', 'tree', 'managed', 'significantly', 'reduce', 'relative', 'mean', 'squared', 'error', 'majority', 'tested', 'domain', 'squared error']"
A formal apparatus for modeling trust in computing environments,['Trcek D.'],"['Human behavior', 'Modeling and simulation', 'Security', 'Services oriented architectures', 'Trust management']",2009,"Recent research in computer systems security has evolved into trust issues, which are now becoming an important topic. The majority of approaches for trust modeling addressed trust by actually focusing on security, and some of them addressed also trust as such. This paper presents a formal apparatus that concentrates on trust as such. It is flexible enough to accommodate the driving factors behind trust and consequently different trust-focused methodologies and technologies. The basic goal of the work presented in this paper is the definition of qualitative trust modeling methodology for trust management in contemporary computing environments that efficiently complements existing quantitative methodologies. Further, an open conceptual model for trust management is presented that accommodates various qualitative and quantitative trust management methodologies. This model has also been implemented in the web services environment, and this is discussed in this paper as well. All rights reserved.",en,32,"['recent', 'computer', 'system', 'security', 'evolved', 'trust', 'issue', 'becoming', 'important', 'topic', 'majority', 'approach', 'trust', 'modeling', 'addressed', 'trust', 'actually', 'focusing', 'security', 'addressed', 'trust', 'present', 'formal', 'apparatus', 'concentrate', 'trust', 'flexible', 'enough', 'accommodate', 'driving', 'factor', 'behind', 'trust', 'consequently', 'different', 'trust-focused', 'technology', 'basic', 'goal', 'work', 'presented', 'definition', 'qualitative', 'trust', 'modeling', 'trust', 'management', 'contemporary', 'computing', 'environment', 'efficiently', 'complement', 'existing', 'quantitative', 'open', 'conceptual', 'model', 'trust', 'management', 'presented', 'accommodates', 'various', 'qualitative', 'quantitative', 'trust', 'management', 'model', 'implemented', 'web', 'service', 'environment', 'discussed', 'well', 'right', 'reserved', 'right reserved']"
Social media comparison and analysis: The best data source for research?,"['Blagus N.', 'Zitnik S.']","['application programming interface (API)', 'Facebook', 'Google+', 'social data', 'social media', 'Tumblr', 'Twitter', 'YouTube']",2018,"In the past decade, social media has become an important part of our everyday life. The employment of different social media changes the way we communicate, collaborate, gather information and consequently perceive the world around us. Thus, researchers from different fields exploit the social media to provide deeper insight into human behaviour. Each social media possesses its own privacy politics and access to publicly available data. In this paper, we present a generic framework along with the tools to analyse different social media. The analysis shows basic usage statistics, reach and engagement differences, language, sentiment and gender identification of each social network data. We compare data from Twitter, Facebook, Tumblr, Google+ and YouTube. The results reveal specifics of each social media, which to some extent also depend on the data available and the selected seed keywords. We uncover that popularity of selected topics in social media is proportional to the number of hits on Google, celebrities and politicians are the most talked topics and that behaviour of users across social media is different. For example, Twitter users prefer to post more, while Facebook and Youtube users prefer to comment. The majority of all social media posts are in English, larger number of them are negative and often written by male users. The results of the proposed framework should serve as a tool to identify the appropriate source of data for the representative analysis of social media.",en,1,"['past', 'decade', 'social', 'medium', 'become', 'important', 'part', 'everyday', 'life', 'employment', 'different', 'social', 'medium', 'change', 'way', 'communicate', 'collaborate', 'gather', 'information', 'consequently', 'perceive', 'world', 'around', 'thus', 'researcher', 'different', 'field', 'exploit', 'social', 'medium', 'provide', 'deeper', 'insight', 'human', 'behaviour', 'social', 'medium', 'posse', 'privacy', 'politics', 'access', 'publicly', 'available', 'data', 'present', 'generic', 'framework', 'along', 'tool', 'analyse', 'different', 'social', 'medium', 'show', 'basic', 'usage', 'statistic', 'reach', 'engagement', 'difference', 'language', 'sentiment', 'gender', 'identification', 'social', 'network', 'data', 'compare', 'data', 'twitter', 'facebook', 'tumblr', 'google', 'youtube', 'reveal', 'specific', 'social', 'medium', 'extent', 'depend', 'data', 'available', 'selected', 'seed', 'keywords', 'uncover', 'popularity', 'selected', 'topic', 'social', 'medium', 'proportional', 'number', 'hit', 'google', 'celebrity', 'politician', 'talked', 'topic', 'behaviour', 'user', 'across', 'social', 'medium', 'different', 'example', 'twitter', 'user', 'prefer', 'post', 'facebook', 'youtube', 'user', 'prefer', 'comment', 'majority', 'social', 'medium', 'post', 'english', 'larger', 'number', 'negative', 'often', 'written', 'male', 'user', 'proposed', 'framework', 'serve', 'tool', 'identify', 'appropriate', 'source', 'data', 'representative', 'social', 'medium', 'social medium', 'social medium', 'social medium', 'social medium', 'publicly available', 'social medium', 'social medium', 'social medium', 'social medium', 'social medium', 'social medium']"
A general method for visualizing and explaining black-box regression models,"['Strumbelj E.', 'Kononenko I.']","['Neural networks', 'prediction', 'SVM', 'transparency']",2011,"We propose a method for explaining regression models and their predictions for individual instances. The method successfully reveals how individual features influence the model and can be used with any type of regression model in a uniform way. We used different types of models and data sets to demonstrate that the method is a useful tool for explaining, comparing, and identifying errors in regression models.",en,7,"['propose', 'explaining', 'regression', 'model', 'prediction', 'individual', 'instance', 'successfully', 'reveals', 'individual', 'feature', 'influence', 'model', 'used', 'type', 'regression', 'model', 'uniform', 'way', 'used', 'different', 'type', 'model', 'data', 'set', 'demonstrate', 'useful', 'tool', 'explaining', 'comparing', 'identifying', 'error', 'regression', 'model']"
Classical image processing vs. computer vision techniques in automated computer-assisted detection of follicles in ultrasound images of ovary,"['Potocnik B.', 'Zazula D.', 'Solina F.']",[],1997,"In this paper, a comparison between classical and computer vision techniques applied on detection of follicles in ultrasound images of the ovary was discussed. From results obtained we can conclude that classical algorithm (in real-application checked procedure) is more perspective that computer vision one, but we must not overlook the fact that current implementation of the latter algorithm has not been completed yet.",en,2,"['comparison', 'classical', 'computer', 'vision', 'technique', 'applied', 'detection', 'follicle', 'ultrasound', 'image', 'ovary', 'discussed', 'obtained', 'conclude', 'classical', 'algorithm', 'real-application', 'checked', 'procedure', 'perspective', 'computer', 'vision', 'one', 'must', 'overlook', 'fact', 'current', 'implementation', 'latter', 'algorithm', 'completed', 'yet']"
Line graph operation and small worlds,"['Govorcin J.', 'Knor M.', 'Skrekovski R.']","['Diameter', 'Interconnection networks', 'Large network', 'Line graph', 'Small world']",2013,"Complex networks, such as small world networks, are the focus of recent interest because of their potential as models for the interaction networks of complex systems. Most of the well-known models of small world networks are stochastic. The randomness makes it more difficult to gain a visual understanding of how networks are shaped, and how different vertices relate to each other. In this paper, we present and study a method for constructing deterministic small worlds using the line graph operator. This operator introduces cliques at every vertex of the original graph, which may imply larger clustering coefficients. On the other hand, this operator can increase the diameter at most by one and assure the small world property.V. All rights reserved.",en,2,"['complex', 'network', 'small', 'world', 'network', 'focus', 'recent', 'interest', 'potential', 'model', 'interaction', 'network', 'complex', 'system', 'well-known', 'model', 'small', 'world', 'network', 'stochastic', 'randomness', 'make', 'difficult', 'gain', 'visual', 'understanding', 'network', 'shaped', 'different', 'vertex', 'relate', 'present', 'constructing', 'deterministic', 'small', 'world', 'using', 'line', 'graph', 'operator', 'operator', 'introduces', 'clique', 'every', 'vertex', 'original', 'graph', 'may', 'imply', 'larger', 'clustering', 'coefficient', 'hand', 'operator', 'increase', 'diameter', 'one', 'assure', 'small', 'world', 'property', 'right', 'reserved', 'right reserved']"
Making reliable diagnoses with machine learning: A case study,['Kukar M.'],"['Coronary artery disease', 'Machine learning', 'Medical diagnosis', 'Reliability estimation', 'Stepwise diagnostic process']",2001,"In the past decades Machine Learning tools have been successfully used in several medical diagnostic problems. While they often significantly outperform expert physicians (in terms of diagnostic accuracy, sensitivity, and specificity), they are mostly not used in practice. One reason for this is that it is difficult to obtain an unbiased estimation of diagnose’s reliability. We propose a general framework for reliability estimation, based on transductive inference. We show that our reliability estimation is closely connected with a general notion of significance tests. We compare our approach with classical stepwise diagnostic process where reliability of diagnose is presented as its post-test probability. The presented approach is evaluated in practice in the problem of clinical diagnosis of coronary artery disease, where significant improvements over existing techniques are achieved.",en,8,"['past', 'decade', 'machine', 'learning', 'tool', 'successfully', 'used', 'several', 'medical', 'diagnostic', 'problem', 'often', 'significantly', 'outperform', 'expert', 'physician', 'term', 'diagnostic', 'accuracy', 'sensitivity', 'specificity', 'mostly', 'used', 'practice', 'one', 'reason', 'difficult', 'obtain', 'unbiased', 'estimation', 'diagnose', 'reliability', 'propose', 'general', 'framework', 'reliability', 'estimation', 'based', 'transductive', 'inference', 'show', 'reliability', 'estimation', 'closely', 'connected', 'general', 'notion', 'significance', 'test', 'compare', 'approach', 'classical', 'stepwise', 'diagnostic', 'process', 'reliability', 'diagnose', 'presented', 'post-test', 'probability', 'presented', 'approach', 'evaluated', 'practice', 'problem', 'clinical', 'diagnosis', 'coronary', 'artery', 'disease', 'significant', 'improvement', 'existing', 'technique', 'achieved', 'sensitivity specificity', 'coronary artery', 'artery disease']"
An analysis of cell nucleus images in mammary gland tissue using computer vision Analiza slik celičnih jeder žleznega tkiva dojk z računalniškim vidom,"['Mele K.', 'Leonardis A.']","['Breast cancer', 'Computer vision', 'Cytology', 'Graph search', 'Greedy algorithm', 'Relaxation', 'Segmentation']",2003,"In cell nucleus images of the mammary gland tissue both features of the nucleus and group shapes serve as cancer diagnosis criteria. Also, further treatment is dependent on the information about the cell nucleus spatial arrangement and the repeatability of the shapes formed by a malignant, potentially malignant, and normal duct. In this paper we present an automatic image analysis method that we developed for detecting the structures of nucleus clumps that represent boundaries of a duct. The outline of the method is shown in Fig. 1. Our inputs are images showing cell smears that were stained by the Feulgen method. The images were captured and digitalized with an image cytometer. The first step in our method is thresholding segmentation to isolate the cell nucleus. Bright parts inside a nucelus, which segmentation assigns to the background (Fig. 2), are simply joined with the nucleus. We also eliminate small segmented blobs. The centers of gravity of isolated nucleus cells are used to form a graph. In the next steps we discard the graph connections that do not represent the boundary of the nucleus clumps. In the second step, different criteria are used to evaluate the connectivity and geometric properties. The criteria that we use are the distance between the nucleus and the criterion of angles (Eqs. 1-4, Fig. 3). While this step is based on local features, the remaining links are in the third assessed with an iterative relaxation algorithm (Egs. 5-6). Important features of the relaxation are the type of connection (Fig. 5), border lines (Fig. 6), and neighborhood of the links. The iterative procedure propagates the influence of local features over the global area. In the fourth step we retain only those links that form long connected rounding paths along the boundary (Fig. 4). These paths represent the boundaries of the nucleus clumps. Similar pairs of paths are evaluated by Eqs. 7 or 8. Only the best paths between them are preserved. We tested our algorithm on images of mammary glands. The results indicate that the method can distinguish between healthy ducts that have regular shapes and the malignant ducts (ductal carcinoma in situ) that have irregular shapes (Figs. 7, 8, and 9). We believe that our image processing method can contribute towards a more reliable and repeatable information extraction about malignant ducts.",en,0,"['cell', 'nucleus', 'image', 'mammary', 'gland', 'tissue', 'feature', 'nucleus', 'group', 'shape', 'serve', 'cancer', 'diagnosis', 'criterion', 'treatment', 'dependent', 'information', 'cell', 'nucleus', 'spatial', 'arrangement', 'repeatability', 'shape', 'formed', 'malignant', 'potentially', 'malignant', 'normal', 'duct', 'present', 'automatic', 'image', 'developed', 'detecting', 'structure', 'nucleus', 'clump', 'represent', 'boundary', 'duct', 'outline', 'shown', 'fig', 'input', 'image', 'showing', 'cell', 'smear', 'stained', 'feulgen', 'image', 'captured', 'digitalized', 'image', 'cytometer', 'first', 'step', 'thresholding', 'segmentation', 'isolate', 'cell', 'nucleus', 'bright', 'part', 'inside', 'nucelus', 'segmentation', 'assigns', 'background', 'fig', 'simply', 'joined', 'nucleus', 'eliminate', 'small', 'segmented', 'blob', 'center', 'gravity', 'isolated', 'nucleus', 'cell', 'used', 'form', 'graph', 'next', 'step', 'discard', 'graph', 'connection', 'represent', 'boundary', 'nucleus', 'clump', 'second', 'step', 'different', 'criterion', 'used', 'evaluate', 'connectivity', 'geometric', 'property', 'criterion', 'use', 'distance', 'nucleus', 'criterion', 'angle', 'eq', 'fig', 'step', 'based', 'local', 'feature', 'remaining', 'link', 'third', 'assessed', 'iterative', 'relaxation', 'algorithm', 'egs', 'important', 'feature', 'relaxation', 'type', 'connection', 'fig', 'border', 'line', 'fig', 'neighborhood', 'link', 'iterative', 'procedure', 'propagates', 'influence', 'local', 'feature', 'global', 'area', 'fourth', 'step', 'retain', 'link', 'form', 'long', 'connected', 'rounding', 'path', 'along', 'boundary', 'fig', 'path', 'represent', 'boundary', 'nucleus', 'clump', 'similar', 'pair', 'path', 'evaluated', 'eq', 'best', 'path', 'preserved', 'tested', 'algorithm', 'image', 'mammary', 'gland', 'indicate', 'distinguish', 'healthy', 'duct', 'regular', 'shape', 'malignant', 'duct', 'ductal', 'carcinoma', 'situ', 'irregular', 'shape', 'fig', 'believe', 'image', 'processing', 'contribute', 'towards', 'reliable', 'repeatable', 'information', 'extraction', 'malignant', 'duct']"
Dependability of Container-Based Data-Centric Systems,"['Kochovski P.', 'Stankovski V.']","['Big Data', 'Container-based systems', 'Dependability', 'Storage']",2018,"Nowadays, many Cloud computing systems and applications have to be designed to be able to cope with the four Vs of the Big Data problem: volume, variety, veracity, and velocity. In this context, an important property in such systems is dependability. Dependability is a measure of the availability, reliability, tractability, response time, durability, security, and other aspects of the system. Dependability has been well established as an important property in services science and systems engineering; however, data-centric systems may have some specific requirements due to a variety of technologies that are still maturing and evolving. The goal of the present work is to establish the main aspects of dependability in data-centric systems and to analyze to what extent various Cloud computing technologies can be used to achieve this property. Particular attention is given to the use of container-based technologies that represent a novel, lightweight form of virtualization. The practical part of the chapter presents examples of highly dependable data-centric systems, such as ENTICE and SWITCH, suitable for the Internet of Things (IoT) and the Big Data era.",en,1,"['nowadays', 'many', 'cloud', 'computing', 'system', 'application', 'designed', 'able', 'cope', 'four', 'big', 'data', 'problem', 'volume', 'variety', 'veracity', 'velocity', 'context', 'important', 'property', 'system', 'dependability', 'dependability', 'measure', 'availability', 'reliability', 'tractability', 'response', 'time', 'durability', 'security', 'aspect', 'system', 'dependability', 'well', 'established', 'important', 'property', 'service', 'science', 'system', 'engineering', 'however', 'data-centric', 'system', 'may', 'specific', 'requirement', 'due', 'variety', 'technology', 'still', 'maturing', 'evolving', 'goal', 'present', 'work', 'establish', 'main', 'aspect', 'dependability', 'data-centric', 'system', 'analyze', 'extent', 'various', 'cloud', 'computing', 'technology', 'used', 'achieve', 'property', 'particular', 'attention', 'given', 'use', 'container-based', 'technology', 'represent', 'novel', 'lightweight', 'form', 'virtualization', 'practical', 'part', 'chapter', 'present', 'example', 'highly', 'dependable', 'data-centric', 'system', 'entice', 'switch', 'suitable', 'internet', 'thing', 'iot', 'big', 'data', 'era', 'internet thing']"
Face recognition in different subspaces: A comparative study,"['Batagelj B.', 'Solina F.']",[],2006,"Face recognition is one of the most successful applications of image analysis and understanding and has gained much attention in recent years. Among many approaches to the problem of face recognition, appearance-based subspace analysis still gives the most promising results. In this paper we study the three most popular appearance-based face recognition projection methods (PCA, LDA and ICA). All methods are tested in equal working conditions regarding preprocessing and algorithm implementation on the FERET data set with its standard tests. We also compare the ICA method with its whitening preprocess and find out that there is no significant difference between them. When we compare different projection with different metrics we found out that the LDA+COS combination is the most promising for all tasks. The L1 metric gives the best results in combination with PCA and ICA1, and COS is superior to any other metric when used with LDA and ICA2. Our results are compared to other studies and some discrepancies are pointed out.",en,5,"['face', 'recognition', 'one', 'successful', 'application', 'image', 'understanding', 'gained', 'much', 'attention', 'recent', 'year', 'among', 'many', 'approach', 'problem', 'face', 'recognition', 'appearance-based', 'subspace', 'still', 'give', 'promising', 'three', 'popular', 'appearance-based', 'face', 'recognition', 'projection', 'pca', 'lda', 'ica', 'tested', 'equal', 'working', 'condition', 'regarding', 'preprocessing', 'algorithm', 'implementation', 'feret', 'data', 'set', 'standard', 'test', 'compare', 'ica', 'whitening', 'preprocess', 'find', 'significant', 'difference', 'compare', 'different', 'projection', 'different', 'metric', 'found', 'lda', 'co', 'combination', 'promising', 'task', 'l1', 'metric', 'give', 'best', 'combination', 'pca', 'ica1', 'co', 'superior', 'metric', 'used', 'lda', 'ica2', 'compared', 'discrepancy', 'pointed']"
Evaluating reliability of single classifications of neural networks,"['Pevec D.', 'Strumbelj E.', 'Kononenko I.']","['Classification', 'Prediction accuracy', 'Prediction error', 'Reliability estimation']",2011,"Current machine learning algorithms perform well on many problem domains, but in risk-sensitive decision making, for example in medicine and finance, common evaluation methods that give overall assessments of models fail to gain trust among experts, as they do not provide any information about single predictions. We continue the previous work on approaches for evaluating the reliability of single classifications where we focus on methods that are model independent. These methods have been shown to be successful in their narrow fields of application, so we constructed a testing methodology to evaluate these methods in straightforward, general-use test cases. For the evaluation, we had to derive a statistical reference function, which enables comparison between the reliability estimators and the model's own predictions. We compare five different approaches and evaluate them on a simple neural network with several artificial and real-world domains. The results indicate that reliability estimators CNK and LCV can be used to improve the model's predictions.",en,1,"['current', 'machine', 'learning', 'algorithm', 'perform', 'well', 'many', 'problem', 'domain', 'risk-sensitive', 'decision', 'making', 'example', 'medicine', 'finance', 'common', 'evaluation', 'give', 'overall', 'assessment', 'model', 'fail', 'gain', 'trust', 'among', 'expert', 'provide', 'information', 'single', 'prediction', 'continue', 'previous', 'work', 'approach', 'evaluating', 'reliability', 'single', 'classification', 'focus', 'model', 'independent', 'shown', 'successful', 'narrow', 'field', 'application', 'constructed', 'testing', 'evaluate', 'straightforward', 'general-use', 'test', 'case', 'evaluation', 'derive', 'statistical', 'reference', 'function', 'enables', 'comparison', 'reliability', 'estimator', 'model', 'prediction', 'compare', 'five', 'different', 'approach', 'evaluate', 'simple', 'neural', 'network', 'several', 'artificial', 'real-world', 'domain', 'indicate', 'reliability', 'estimator', 'cnk', 'lcv', 'used', 'improve', 'model', 'prediction']"
The slWaC corpus of the Slovene web,"['Erjavec T.', 'Ljubesic N.', 'Logar N.']","['Corpus linguistics', 'Language technologies', 'Slovene language', 'World wide web']",2015,"The availability of large collections of text (language corpora) is crucial for empirically supported linguistic investigations of various languages; however, such corpora are complicated and expensive to collect. In recent years corpora made from texts on the World Wide Web have become an attractive alternative to traditional corpora, as they can be made automatically, contain varied text types of contemporary language, and are quite large. The paper describes version 2 of slWaC, a web corpus of Slovene containing 1.2 billion tokens. The corpus extends the first version of slWaC with new materials and updates the corpus compilation pipeline. The paper describes the process of corpus compilation with a focus on near-duplicate removal, presents the linguistic annotation, format and accessibility of the corpus via web concordancers. It then investigates the content of the corpus using the method of frequency profiling, by comparing its lemma and part-of-speech annotations with three corpora: The first version of slWaC, with Gigafida, the one billion word reference corpus of Slovene, and KRES, the hundred million word reference balanced corpus of Slovene.",en,1,"['availability', 'large', 'collection', 'text', 'language', 'corpus', 'crucial', 'empirically', 'supported', 'linguistic', 'investigation', 'various', 'language', 'however', 'corpus', 'complicated', 'expensive', 'collect', 'recent', 'year', 'corpus', 'made', 'text', 'world', 'wide', 'web', 'become', 'attractive', 'alternative', 'traditional', 'corpus', 'made', 'automatically', 'contain', 'varied', 'text', 'type', 'contemporary', 'language', 'quite', 'large', 'describes', 'version', 'slwac', 'web', 'corpus', 'slovene', 'containing', 'billion', 'token', 'corpus', 'extends', 'first', 'version', 'slwac', 'new', 'material', 'update', 'corpus', 'compilation', 'pipeline', 'describes', 'process', 'corpus', 'compilation', 'focus', 'near-duplicate', 'removal', 'present', 'linguistic', 'annotation', 'format', 'accessibility', 'corpus', 'via', 'web', 'concordancers', 'investigates', 'content', 'corpus', 'using', 'frequency', 'profiling', 'comparing', 'lemma', 'part-of-speech', 'annotation', 'three', 'corpus', 'first', 'version', 'slwac', 'gigafida', 'one', 'billion', 'word', 'reference', 'corpus', 'slovene', 'kres', 'hundred', 'million', 'word', 'reference', 'balanced', 'corpus', 'slovene']"
Example of neural networks application in polymer physics Primjer uporabe živčevnih mreža u fizici polimera,"['Lotrlc U.', 'Susterlc Z.', 'Novak M.K.', 'Trcek N.']","['Molecular weight distribution', 'Neural networks', 'Rubbers', 'Viscosity']",1996,"In order to avoid the time-consuming determination of rubber melts' initial viscosity, caused by frequently inaccurate viscosity measurements, neural networks have been used to calculate it from the rubbers' molecular weight distribution. Several common synthetic rubbers have been chosen for the experiment. To find the relationship between the measured data, a multilayered perceptron taught by the back-propagation algorithm has been applied. Neural networks taught on rubbers of similar structural characteristics have yielded initial viscosity values within the measurement error. Useful results have also been obtained with the multilayered perceptron that had been taught on rubbers of different structural characteristics.",en,0,"['order', 'avoid', 'time-consuming', 'determination', 'rubber', 'melt', 'initial', 'viscosity', 'caused', 'frequently', 'inaccurate', 'viscosity', 'measurement', 'neural', 'network', 'used', 'calculate', 'rubber', 'molecular', 'weight', 'distribution', 'several', 'common', 'synthetic', 'rubber', 'chosen', 'experiment', 'find', 'relationship', 'measured', 'data', 'multilayered', 'perceptron', 'taught', 'back-propagation', 'algorithm', 'applied', 'neural', 'network', 'taught', 'rubber', 'similar', 'structural', 'characteristic', 'yielded', 'initial', 'viscosity', 'value', 'measurement', 'error', 'useful', 'obtained', 'multilayered', 'perceptron', 'taught', 'rubber', 'different', 'structural', 'characteristic', 'multilayered perceptron', 'multilayered perceptron']"
Why minimax works: An alternative explanation,"['Lustrek M.', 'Gams M.', 'Bratko I.']",[],2005,"In game-playing programs relying on the minimax principle, deeper searches generally produce better evaluations. Theoretical analyses, however, suggest that in many cases minimaxing amplifies the noise introduced by the heuristic function used to evaluate the leaves of the game tree, leading to what is known as pathological behavior, where deeper searches produce worse evaluations. In most of the previous research, positions were evaluated as losses or wins. Dependence between the values of positions close to each other was identified as the property of realistic game trees that eliminates the pathology and explains why minimax is successful in practice. In this paper we present an alternative explanation that does not rely on value dependence. We show that if real numbers are used for position values, position values tend to be further apart at lower levels of the game tree, which leads to a larger proportion of more extreme positions, where error is less probable. Decreased probability of error in searches to greater depths is sufficient to eliminate the pathology and no additional properties of game trees are required.",en,6,"['game-playing', 'program', 'relying', 'minimax', 'principle', 'deeper', 'search', 'generally', 'produce', 'better', 'evaluation', 'theoretical', 'however', 'suggest', 'many', 'case', 'minimaxing', 'amplifies', 'noise', 'introduced', 'heuristic', 'function', 'used', 'evaluate', 'leaf', 'game', 'tree', 'leading', 'known', 'pathological', 'behavior', 'deeper', 'search', 'produce', 'worse', 'evaluation', 'previous', 'position', 'evaluated', 'loss', 'win', 'dependence', 'value', 'position', 'close', 'identified', 'property', 'realistic', 'game', 'tree', 'eliminates', 'pathology', 'explains', 'minimax', 'successful', 'practice', 'present', 'alternative', 'explanation', 'rely', 'value', 'dependence', 'show', 'real', 'number', 'used', 'position', 'value', 'position', 'value', 'tend', 'apart', 'lower', 'level', 'game', 'tree', 'lead', 'larger', 'proportion', 'extreme', 'position', 'error', 'le', 'probable', 'decreased', 'probability', 'error', 'search', 'greater', 'depth', 'sufficient', 'eliminate', 'pathology', 'additional', 'property', 'game', 'tree', 'required']"
Part-level object recognition using superquadrics,"['Krivic J.', 'Solina F.']","['Object recognition', 'Part-level object modelling', 'Range images', 'Superquadrics']",2004,"This paper proposes a technique for object recognition using superquadric built models. Superquadrics, which are three-dimensional models suitable for part-level representation of objects, are reconstructed from range images using the recover-and-select paradigm. Using interpretation trees, the presence of an object from the model database can be hypothesized. These hypotheses are verified by projecting and re-fitting the object model to the range image of the scene which at the same time enables a better localization of the object in the scene. All rights reserved.",en,26,"['proposes', 'technique', 'object', 'recognition', 'using', 'superquadric', 'built', 'model', 'superquadrics', 'three-dimensional', 'model', 'suitable', 'part-level', 'representation', 'object', 'reconstructed', 'range', 'image', 'using', 'recover-and-select', 'paradigm', 'using', 'interpretation', 'tree', 'presence', 'object', 'model', 'database', 'hypothesized', 'hypothesis', 'verified', 'projecting', 're-fitting', 'object', 'model', 'range', 'image', 'scene', 'time', 'enables', 'better', 'localization', 'object', 'scene', 'right', 'reserved', 'right reserved']"
